crewId,taskId,isDDH
Crew_10026,Flt_16002,0
Crew_10026,Flt_16420,0
Crew_10026,Flt_16417,0
Crew_10026,Flt_16415,0
Crew_10026,Flt_17518,0
Crew_10026,Flt_16996,0
Crew_10026,Flt_17890,0
Crew_10026,Flt_17885,0
Crew_10026,Flt_17918,0
Crew_10028,Flt_15635,0
Crew_10028,Flt_15633,0
Crew_10028,Flt_15464,0
Crew_10028,Flt_16188,0
Crew_10028,Flt_16481,0
Crew_10028,Flt_16477,0
Crew_10028,Flt_17213,0
Crew_10028,Flt_17210,0
Crew_10028,Flt_17171,0
Crew_10028,Flt_17167,0
Crew_10028,Flt_17840,0
Crew_10028,Flt_17805,0
Crew_10029,Flt_16078,0
Crew_10029,Flt_16054,0
Crew_10029,Flt_16083,0
Crew_10029,Flt_16163,0
Crew_10029,Flt_16167,0
Crew_10029,Flt_16166,0
Crew_10029,Flt_17495,0
Crew_10029,Flt_17491,0
Crew_10029,Flt_18035,0
Crew_10029,Grd_1396_10000,0
Crew_10030,Flt_15665,0
Crew_10030,Flt_16053,0
Crew_10030,Flt_16810,0
Crew_10030,Flt_16809,0
Crew_10030,Flt_16806,0
Crew_10030,Flt_17240,0
Crew_10030,Flt_17354,0
Crew_10030,Flt_18136,0
Crew_10030,Flt_18142,0
Crew_10031,Flt_15530,0
Crew_10031,Flt_15527,0
Crew_10031,Flt_15592,0
Crew_10031,Flt_16720,0
Crew_10031,Flt_16718,0
Crew_10031,Flt_16716,0
Crew_10031,Flt_16712,0
Crew_10031,Flt_17026,0
Crew_10031,Flt_16960,0
Crew_10031,Flt_16957,0
Crew_10031,Flt_17728,0
Crew_10031,Flt_17726,0
Crew_10031,Flt_17696,0
Crew_10032,Grd_1717_10000,0
Crew_10032,Grd_1717_10001,0
Crew_10033,Flt_15505,0
Crew_10033,Flt_15621,0
Crew_10033,Flt_15648,0
Crew_10033,Flt_16287,0
Crew_10033,Flt_16283,0
Crew_10033,Flt_17007,0
Crew_10033,Flt_17003,0
Crew_10033,Flt_16977,0
Crew_10033,Flt_17656,0
Crew_10033,Flt_17713,0
Crew_10033,Flt_17742,0
Crew_10034,Flt_15620,0
Crew_10034,Flt_15647,0
Crew_10034,Flt_15716,0
Crew_10034,Flt_16437,0
Crew_10034,Flt_16800,0
Crew_10034,Flt_17182,0
Crew_10034,Flt_17023,0
Crew_10034,Flt_17020,0
Crew_10034,Flt_18232,0
Crew_10034,Flt_18231,0
Crew_10034,Flt_18230,0
Crew_10035,Grd_1151_10000,0
Crew_10035,Flt_20091,0
Crew_10035,Flt_20089,0
Crew_10035,Flt_20039,0
Crew_10037,Flt_15545,0
Crew_10037,Flt_15606,0
Crew_10037,Flt_16318,0
Crew_10037,Flt_16332,0
Crew_10037,Flt_16327,0
Crew_10037,Flt_17222,0
Crew_10037,Flt_17218,0
Crew_10037,Flt_17105,0
Crew_10037,Flt_17815,0
Crew_10037,Flt_17811,0
Crew_10037,Flt_17846,0
Crew_10040,Flt_15598,0
Crew_10040,Flt_15594,0
Crew_10040,Flt_15503,0
Crew_10040,Flt_16433,0
Crew_10040,Flt_16465,0
Crew_10040,Flt_16468,0
Crew_10040,Flt_17176,0
Crew_10040,Flt_17172,0
Crew_10040,Flt_17198,0
Crew_10040,Flt_17851,0
Crew_10040,Flt_17833,0
Crew_10040,Flt_17830,0
Crew_10040,Flt_17862,0
Crew_10041,Flt_15673,0
Crew_10041,Flt_15775,0
Crew_10041,Flt_16189,0
Crew_10041,Flt_16907,0
Crew_10041,Flt_17169,0
Crew_10041,Flt_17164,0
Crew_10041,Flt_17855,0
Crew_10041,Flt_17865,0
Crew_10043,Flt_15785,0
Crew_10043,Flt_15780,0
Crew_10043,Flt_15771,0
Crew_10043,Flt_15767,0
Crew_10043,Flt_16348,0
Crew_10043,Flt_16376,0
Crew_10043,Flt_16442,0
Crew_10043,Flt_17231,0
Crew_10043,Flt_17246,0
Crew_10043,Flt_17241,0
Crew_10043,Flt_18096,0
Crew_10044,Flt_15572,0
Crew_10044,Flt_15569,0
Crew_10044,Flt_15912,0
Crew_10044,Flt_16647,0
Crew_10044,Flt_16667,0
Crew_10044,Flt_16663,0
Crew_10044,Flt_17012,0
Crew_10044,Flt_17008,0
Crew_10044,Flt_16935,0
Crew_10044,Flt_17597,0
Crew_10044,Flt_17676,0
Crew_10045,Flt_15697,0
Crew_10045,Flt_15690,0
Crew_10045,Flt_15699,0
Crew_10045,Flt_17138,0
Crew_10045,Flt_17132,0
Crew_10045,Flt_17131,0
Crew_10045,Flt_18261,0
Crew_10045,Flt_17672,0
Crew_10046,Grd_1155_10000,0
Crew_10046,Grd_1155_10001,0
Crew_10046,Grd_1155_10002,0
Crew_10046,Grd_1155_10003,0
Crew_10047,Flt_15462,0
Crew_10047,Flt_15461,0
Crew_10047,Flt_15611,0
Crew_10047,Flt_16565,0
Crew_10047,Flt_16580,0
Crew_10047,Flt_16579,0
Crew_10047,Flt_16849,0
Crew_10047,Flt_17479,0
Crew_10047,Flt_18185,0
Crew_10047,Flt_18186,0
Crew_10047,Flt_18184,0
Crew_10048,Flt_15726,0
Crew_10048,Grd_2155_10000,0
Crew_10049,Grd_1093_10000,0
Crew_10049,Grd_1093_10001,0
Crew_10049,Flt_17068,0
Crew_10049,Flt_16883,0
Crew_10049,Flt_16893,0
Crew_10049,Flt_17814,0
Crew_10049,Flt_17813,0
Crew_10050,Flt_15629,0
Crew_10050,Flt_15626,0
Crew_10050,Flt_15970,0
Crew_10050,Flt_16689,0
Crew_10050,Flt_17229,0
Crew_10050,Flt_17249,0
Crew_10050,Flt_17364,0
Crew_10050,Flt_18239,0
Crew_10050,Flt_18238,0
Crew_10050,Flt_18237,0
Crew_10051,Flt_15971,0
Crew_10051,Grd_1686_10000,0
Crew_10052,Flt_16058,0
Crew_10052,Flt_16022,0
Crew_10052,Flt_15689,0
Crew_10052,Flt_16589,0
Crew_10052,Flt_16641,0
Crew_10052,Flt_17096,0
Crew_10052,Flt_17977,0
Crew_10052,Flt_17976,0
Crew_10052,Flt_17967,0
Crew_10053,Flt_16041,0
Crew_10053,Flt_16039,0
Crew_10053,Flt_16038,0
Crew_10053,Flt_16773,0
Crew_10053,Flt_16772,0
Crew_10053,Flt_17235,0
Crew_10053,Flt_17382,0
Crew_10053,Flt_17380,0
Crew_10053,Flt_17378,0
Crew_10053,Flt_17836,0
Crew_10053,Flt_17799,0
Crew_10053,Flt_17798,0
Crew_10053,Flt_17704,0
Crew_10054,Flt_19177,0
Crew_10054,Flt_19173,0
Crew_10054,Flt_19118,0
Crew_10054,Flt_20050,0
Crew_10054,Flt_20267,0
Crew_10055,Flt_15729,0
Crew_10055,Flt_15989,0
Crew_10055,Flt_15988,0
Crew_10055,Flt_16576,0
Crew_10055,Flt_16191,0
Crew_10055,Flt_16190,0
Crew_10055,Flt_17114,0
Crew_10055,Flt_17110,0
Crew_10055,Flt_17750,0
Crew_10055,Flt_17569,0
Crew_10055,Flt_17568,0
Crew_10056,Flt_16080,0
Crew_10056,Flt_16089,0
Crew_10056,Flt_16777,0
Crew_10056,Flt_17340,0
Crew_10056,Flt_17768,0
Crew_10056,Flt_17758,0
Crew_10056,Flt_17772,0
Crew_10057,Flt_15754,0
Crew_10057,Flt_15742,0
Crew_10057,Flt_15740,0
Crew_10059,Flt_15715,0
Crew_10059,Flt_15710,0
Crew_10059,Flt_15737,0
Crew_10059,Flt_16812,0
Crew_10059,Flt_16755,0
Crew_10059,Flt_16753,0
Crew_10059,Flt_17450,0
Crew_10059,Flt_17286,0
Crew_10059,Flt_17773,0
Crew_10059,Flt_17623,0
Crew_10061,Flt_16034,0
Crew_10061,Flt_15850,0
Crew_10061,Flt_16782,0
Crew_10061,Flt_16780,0
Crew_10061,Flt_17502,0
Crew_10061,Flt_17501,0
Crew_10061,Flt_17500,0
Crew_10061,Flt_17499,0
Crew_10061,Flt_18246,0
Crew_10061,Flt_18245,0
Crew_10061,Flt_18236,0
Crew_10061,Flt_18235,0
Crew_10062,Flt_16091,0
Crew_10062,Flt_16090,0
Crew_10062,Flt_16082,0
Crew_10062,Flt_16518,0
Crew_10062,Flt_16243,0
Crew_10062,Flt_16239,0
Crew_10062,Flt_17013,0
Crew_10062,Flt_17011,0
Crew_10062,Flt_17346,0
Crew_10062,Flt_18043,0
Crew_10062,Flt_18060,0
Crew_10062,Flt_18054,0
Crew_10065,Grd_1769_10003,0
Crew_10065,Grd_1769_10004,0
Crew_10066,Flt_15652,0
Crew_10066,Flt_15651,0
Crew_10066,Flt_16294,0
Crew_10066,Flt_16291,0
Crew_10066,Flt_16221,0
Crew_10066,Flt_17174,0
Crew_10066,Flt_17211,0
Crew_10066,Flt_17208,0
Crew_10066,Flt_17153,0
Crew_10066,Flt_17666,0
Crew_10066,Flt_18375,0
Crew_10067,Grd_1174_10000,0
Crew_10067,Flt_18661,0
Crew_10067,Flt_18659,0
Crew_10067,Flt_18453,0
Crew_10067,Flt_19168,0
Crew_10067,Flt_19165,0
Crew_10067,Flt_19175,0
Crew_10067,Flt_19172,0
Crew_10067,Flt_19927,0
Crew_10067,Flt_19925,0
Crew_10067,Flt_20026,0
Crew_10067,Flt_20022,0
Crew_10069,Flt_15835,0
Crew_10069,Flt_15833,0
Crew_10069,Flt_15793,0
Crew_10069,Flt_16552,0
Crew_10069,Flt_16273,0
Crew_10069,Flt_16988,0
Crew_10069,Flt_17022,0
Crew_10069,Flt_17017,0
Crew_10069,Flt_17682,0
Crew_10069,Flt_17678,0
Crew_10069,Flt_17693,0
Crew_10070,Flt_16035,0
Crew_10070,Flt_16032,0
Crew_10070,Flt_16031,0
Crew_10070,Flt_16740,0
Crew_10070,Flt_16759,0
Crew_10070,Flt_17435,0
Crew_10070,Flt_17454,0
Crew_10070,Flt_18150,0
Crew_10070,Flt_18169,0
Crew_10071,Flt_15561,0
Crew_10071,Flt_15587,0
Crew_10071,Flt_15778,0
Crew_10071,Flt_16624,0
Crew_10071,Flt_16520,0
Crew_10071,Flt_16517,0
Crew_10071,Flt_16922,0
Crew_10071,Flt_16936,0
Crew_10071,Flt_16993,0
Crew_10071,Flt_18172,0
Crew_10071,Flt_18970,0
Crew_10072,Grd_1723_10000,0
Crew_10073,Flt_15883,0
Crew_10073,Flt_15881,0
Crew_10073,Flt_15901,0
Crew_10073,Flt_15927,0
Crew_10073,Flt_17358,0
Crew_10073,Flt_17357,0
Crew_10073,Flt_18040,0
Crew_10073,Flt_18256,0
Crew_10074,Grd_1715_10000,0
Crew_10075,Flt_15524,0
Crew_10075,Flt_15521,0
Crew_10075,Flt_16473,0
Crew_10075,Flt_16470,0
Crew_10075,Flt_16311,0
Crew_10075,Flt_17045,0
Crew_10075,Flt_16947,0
Crew_10075,Flt_17826,0
Crew_10075,Flt_17868,0
Crew_10075,Flt_17857,0
Crew_10075,Flt_19405,0
Crew_10075,Flt_19402,0
Crew_10075,Flt_20349,0
Crew_10077,Flt_17108,0
Crew_10077,Flt_17130,0
Crew_10077,Flt_17984,0
Crew_10077,Flt_18085,0
Crew_10077,Flt_18843,0
Crew_10077,Flt_19417,0
Crew_10077,Flt_19437,0
Crew_10078,Flt_15640,0
Crew_10078,Flt_15637,0
Crew_10078,Flt_15645,0
Crew_10078,Flt_16377,0
Crew_10078,Flt_16365,0
Crew_10078,Flt_16359,0
Crew_10078,Flt_17353,0
Crew_10078,Flt_18034,0
Crew_10078,Flt_18012,0
Crew_10079,Flt_15724,0
Crew_10079,Flt_15717,0
Crew_10079,Flt_15679,0
Crew_10079,Flt_15678,0
Crew_10079,Flt_16446,0
Crew_10079,Flt_16441,0
Crew_10079,Flt_16408,0
Crew_10079,Flt_16406,0
Crew_10079,Flt_17115,0
Crew_10079,Flt_17113,0
Crew_10079,Flt_17106,0
Crew_10079,Flt_17867,0
Crew_10079,Flt_17864,0
Crew_10079,Flt_17707,0
Crew_10080,Flt_15695,0
Crew_10080,Flt_15692,0
Crew_10080,Flt_16774,0
Crew_10080,Flt_16491,0
Crew_10080,Flt_17041,0
Crew_10080,Flt_17036,0
Crew_10080,Flt_16970,0
Crew_10080,Flt_17910,0
Crew_10080,Flt_17926,0
Crew_10080,Flt_17922,0
Crew_10082,Flt_15560,0
Crew_10082,Flt_15566,0
Crew_10082,Flt_15516,0
Crew_10082,Flt_16768,0
Crew_10082,Flt_16769,0
Crew_10082,Flt_16743,0
Crew_10082,Flt_17103,0
Crew_10082,Flt_16992,0
Crew_10082,Flt_17663,0
Crew_10082,Flt_17637,0
Crew_10082,Flt_17632,0
Crew_10086,Grd_1742_10000,0
Crew_10086,Grd_1742_10001,0
Crew_10086,Grd_1742_10002,0
Crew_10086,Flt_20000,0
Crew_10086,Flt_19996,0
Crew_10086,Flt_19956,0
Crew_10086,Flt_19950,0
Crew_10087,Flt_15806,0
Crew_10087,Flt_15798,0
Crew_10087,Flt_15814,0
Crew_10087,Flt_16563,0
Crew_10087,Flt_17212,0
Crew_10087,Flt_17209,0
Crew_10087,Flt_17237,0
Crew_10087,Flt_17915,0
Crew_10087,Flt_19769,0
Crew_10088,Grd_9455_10000,0
Crew_10089,Flt_15830,0
Crew_10089,Flt_15827,0
Crew_10089,Flt_15418,0
Crew_10089,Flt_16471,0
Crew_10089,Flt_16428,0
Crew_10089,Flt_16572,0
Crew_10089,Flt_17092,0
Crew_10089,Flt_17091,0
Crew_10089,Flt_17690,0
Crew_10089,Flt_17685,0
Crew_10089,Flt_17610,0
Crew_10090,Grd_4113_10000,0
Crew_10090,Grd_4113_10001,0
Crew_10090,Flt_20016,0
Crew_10090,Flt_20015,0
Crew_10092,Flt_15403,0
Crew_10092,Flt_15402,0
Crew_10092,Flt_16789,0
Crew_10092,Flt_16767,0
Crew_10092,Flt_16788,0
Crew_10092,Flt_16903,0
Crew_10092,Flt_17858,0
Crew_10092,Flt_17700,0
Crew_10092,Flt_17699,0
Crew_10093,Grd_2142_10000,0
Crew_10093,Flt_19640,0
Crew_10093,Flt_19665,0
Crew_10093,Flt_20293,0
Crew_10093,Flt_20309,0
Crew_10094,Grd_2041_10000,0
Crew_10094,ddh_10509,1
Crew_10095,Flt_15853,0
Crew_10095,Flt_15861,0
Crew_10095,Flt_15938,0
Crew_10095,Flt_15936,0
Crew_10095,Flt_16223,0
Crew_10095,Flt_16235,0
Crew_10095,Flt_16941,0
Crew_10095,Flt_16967,0
Crew_10095,Flt_16958,0
Crew_10095,Flt_17887,0
Crew_10095,Flt_18112,0
Crew_10096,Flt_15738,0
Crew_10096,Flt_15734,0
Crew_10096,Flt_15760,0
Crew_10096,Flt_16262,0
Crew_10096,Flt_16288,0
Crew_10096,Flt_16284,0
Crew_10096,Flt_17063,0
Crew_10096,Flt_17088,0
Crew_10096,Flt_17078,0
Crew_10096,Flt_18109,0
Crew_10096,Flt_18141,0
Crew_10096,Flt_18135,0
Crew_10097,Grd_1120_10000,0
Crew_10097,Flt_18793,0
Crew_10097,Flt_18798,0
Crew_10097,Flt_19535,0
Crew_10097,Flt_19541,0
Crew_10097,Flt_20201,0
Crew_10097,Flt_20161,0
Crew_10097,Flt_20183,0
Crew_10098,Flt_18559,0
Crew_10098,Flt_18558,0
Crew_10098,Flt_19628,0
Crew_10098,Flt_19626,0
Crew_10098,Flt_19625,0
Crew_10098,Flt_20018,0
Crew_10099,Grd_2167_10000,0
Crew_10099,Flt_20062,0
Crew_10099,Flt_20059,0
Crew_10099,Flt_20048,0
Crew_10100,Grd_2039_10000,0
Crew_10101,Flt_15873,0
Crew_10101,Flt_15870,0
Crew_10101,Flt_15421,0
Crew_10101,Flt_16160,0
Crew_10101,Flt_16854,0
Crew_10101,Flt_16852,0
Crew_10101,Flt_17327,0
Crew_10101,Flt_18264,0
Crew_10103,Flt_15923,0
Crew_10103,Flt_15872,0
Crew_10103,Flt_16618,0
Crew_10103,Flt_17400,0
Crew_10103,Flt_18082,0
Crew_10103,Flt_17931,0
Crew_10104,ddh_12550,1
Crew_10105,Grd_2522_10000,0
Crew_10105,Grd_2522_10001,0
Crew_10105,Grd_2522_10002,0
Crew_10105,Flt_18424,0
Crew_10105,Flt_18420,0
Crew_10105,Flt_19948,0
Crew_10105,Flt_19959,0
Crew_10106,Flt_15744,0
Crew_10106,Flt_15741,0
Crew_10106,Flt_15583,0
Crew_10106,Flt_16313,0
Crew_10106,Flt_16309,0
Crew_10106,Flt_16422,0
Crew_10106,Flt_17421,0
Crew_10106,Flt_18147,0
Crew_10106,Flt_18146,0
Crew_10106,Flt_18144,0
Crew_10107,Flt_15454,0
Crew_10107,Flt_15453,0
Crew_10107,Flt_15452,0
Crew_10107,Flt_15451,0
Crew_10107,Flt_16819,0
Crew_10107,Flt_16818,0
Crew_10107,Flt_16811,0
Crew_10107,Flt_18247,0
Crew_10107,Flt_18240,0
Crew_10107,Flt_18244,0
Crew_10108,Flt_15777,0
Crew_10108,Flt_15669,0
Crew_10108,Flt_16390,0
Crew_10108,Flt_16350,0
Crew_10108,Flt_16637,0
Crew_10108,Flt_17158,0
Crew_10108,Flt_17190,0
Crew_10108,Flt_17188,0
Crew_10108,Flt_18229,0
Crew_10108,Flt_18228,0
Crew_10108,Flt_19376,0
Crew_10108,Flt_20361,0
Crew_10109,Flt_15722,0
Crew_10109,Flt_15719,0
Crew_10109,Flt_16504,0
Crew_10109,Flt_16503,0
Crew_10109,Flt_16339,0
Crew_10109,Flt_17278,0
Crew_10109,Flt_17207,0
Crew_10109,Flt_17202,0
Crew_10109,Flt_17790,0
Crew_10109,Flt_17808,0
Crew_10110,Flt_15723,0
Crew_10110,Flt_15718,0
Crew_10110,Flt_16452,0
Crew_10110,Flt_16448,0
Crew_10110,Flt_16461,0
Crew_10110,Flt_17490,0
Crew_10110,Flt_17027,0
Crew_10110,Flt_17724,0
Crew_10110,Flt_17745,0
Crew_10110,Flt_17771,0
Crew_10113,Grd_1638_10000,0
Crew_10113,ddh_10279,1
Crew_10114,Flt_15867,0
Crew_10114,Flt_15863,0
Crew_10114,Flt_15615,0
Crew_10114,Flt_16419,0
Crew_10114,Flt_16416,0
Crew_10114,Flt_17431,0
Crew_10114,Flt_17425,0
Crew_10114,Flt_18121,0
Crew_10114,Flt_18117,0
Crew_10114,Flt_18114,0
Crew_10114,Flt_18110,0
Crew_10115,Flt_16116,0
Crew_10115,Flt_16134,0
Crew_10115,Flt_16132,0
Crew_10115,Flt_16839,0
Crew_10115,Flt_16835,0
Crew_10115,Flt_16833,0
Crew_10115,Flt_16990,0
Crew_10115,Flt_17101,0
Crew_10115,Flt_18042,0
Crew_10115,Flt_18092,0
Crew_10116,Flt_15593,0
Crew_10116,Flt_15605,0
Crew_10116,Flt_15601,0
Crew_10116,Flt_16463,0
Crew_10116,Flt_17187,0
Crew_10116,Flt_17200,0
Crew_10116,Flt_17196,0
Crew_10116,Flt_17839,0
Crew_10116,Flt_17835,0
Crew_10117,Flt_16065,0
Crew_10117,Flt_16129,0
Crew_10117,Flt_16522,0
Crew_10117,Flt_16145,0
Crew_10117,Flt_16942,0
Crew_10117,Flt_17057,0
Crew_10117,Flt_17052,0
Crew_10117,Flt_17889,0
Crew_10117,Flt_17886,0
Crew_10118,Flt_16036,0
Crew_10118,Flt_16033,0
Crew_10118,Flt_16787,0
Crew_10118,Flt_16783,0
Crew_10118,Flt_17469,0
Crew_10118,Flt_17459,0
Crew_10118,Flt_17474,0
Crew_10118,Flt_17552,0
Crew_10118,Flt_17557,0
Crew_10118,Flt_17556,0
Crew_10119,Flt_15501,0
Crew_10119,Flt_15498,0
Crew_10119,Flt_16395,0
Crew_10119,Flt_17482,0
Crew_10119,Flt_17481,0
Crew_10119,Flt_17472,0
Crew_10119,Flt_17917,0
Crew_10119,Flt_17904,0
Crew_10119,Flt_17903,0
Crew_10120,Grd_2134_10004,0
Crew_10120,Flt_20090,0
Crew_10120,Flt_20088,0
Crew_10120,Flt_19858,0
Crew_10123,Flt_16099,0
Crew_10123,Flt_16100,0
Crew_10123,Flt_16738,0
Crew_10123,Flt_16737,0
Crew_10123,Flt_16735,0
Crew_10123,Flt_17464,0
Crew_10123,Flt_18216,0
Crew_10124,Flt_16018,0
Crew_10124,Flt_16042,0
Crew_10124,Flt_16543,0
Crew_10124,Flt_16649,0
Crew_10124,Flt_16645,0
Crew_10124,Flt_16642,0
Crew_10124,Flt_17355,0
Crew_10124,Flt_17351,0
Crew_10124,Flt_17349,0
Crew_10124,Flt_18039,0
Crew_10125,Flt_15434,0
Crew_10125,Flt_15433,0
Crew_10125,Flt_15432,0
Crew_10125,Flt_16174,0
Crew_10125,Flt_16173,0
Crew_10125,Flt_16172,0
Crew_10125,Flt_16882,0
Crew_10125,Flt_16881,0
Crew_10125,Flt_16880,0
Crew_10125,Flt_17921,0
Crew_10125,Flt_18104,0
Crew_10126,Flt_16057,0
Crew_10126,Flt_16056,0
Crew_10126,Flt_16588,0
Crew_10126,Flt_16312,0
Crew_10126,Flt_16308,0
Crew_10126,Flt_17265,0
Crew_10126,Flt_17420,0
Crew_10126,Flt_17418,0
Crew_10127,Flt_15803,0
Crew_10127,Flt_15580,0
Crew_10127,Flt_15577,0
Crew_10127,Flt_16323,0
Crew_10127,Flt_16319,0
Crew_10127,Flt_16251,0
Crew_10127,Flt_17150,0
Crew_10127,Flt_17183,0
Crew_10127,Flt_17180,0
Crew_10127,Flt_17736,0
Crew_10127,Flt_17733,0
Crew_10128,Flt_15878,0
Crew_10128,Flt_15875,0
Crew_10128,Flt_15941,0
Crew_10128,Flt_15937,0
Crew_10128,Flt_16402,0
Crew_10128,Flt_16398,0
Crew_10128,Flt_17273,0
Crew_10128,Flt_17269,0
Crew_10128,Flt_17293,0
Crew_10128,Flt_17718,0
Crew_10128,Flt_17622,0
Crew_10128,Flt_17618,0
Crew_10128,Flt_19514,0
Crew_10128,Flt_20007,0
Crew_10128,Flt_19938,0
Crew_10129,Flt_15600,0
Crew_10129,Flt_15596,0
Crew_10129,Flt_15492,0
Crew_10129,Flt_16457,0
Crew_10129,Flt_16494,0
Crew_10129,Flt_16490,0
Crew_10129,Flt_16480,0
Crew_10129,Flt_16924,0
Crew_10129,Flt_17000,0
